index,Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
685,685,65,1,46437.2,5,1,2,8
686,686,121,1,15154,5,1,1,7
687,687,459,1,7658.9,2,1,1,4
688,688,389,1,29769.6,3,1,1,5
689,689,645,1,22924.45,1,1,1,3
690,690,287,1,274576.5,4,1,5,10
691,691,87,1,212202,5,1,5,11
692,692,600,1,137260,1,1,4,6
693,693,584,1,85286.4,1,1,3,5
694,694,93,1,19586.55,5,1,1,7
695,695,490,1,214130,2,1,5,8
696,696,187,1,1691,4,1,1,6
697,697,459,1,122848,2,1,4,7
698,698,727,1,38345.2,1,1,2,4
699,699,728,1,21006,1,1,1,3
700,700,134,1,190623,5,1,5,11
701,701,589,1,81237,1,1,3,5
702,702,730,1,39026,1,1,2,4
703,703,696,1,29124,1,1,1,3
704,704,296,1,136614.4,3,1,4,8
705,705,244,1,112359.6,4,1,3,8
706,706,538,1,91956,2,1,3,6
707,707,489,2,485698,2,1,5,8
708,708,431,1,65836,3,1,3,7
709,709,510,1,274838.4,2,1,5,8
710,710,193,1,136937.75,4,1,4,9
711,711,532,1,75354.2,2,1,3,6
712,712,374,1,7778.4,3,1,1,5
713,713,601,1,75977.2,1,1,3,5
714,714,356,1,167340,3,1,4,8
715,715,132,1,193004.4,5,1,5,11
716,716,199,1,57582.4,4,1,2,7
717,717,218,2,231608.5,4,1,5,10
718,718,688,1,187425.5,1,1,5,7
719,719,658,1,178709.1,1,1,4,6
720,720,522,1,1665,2,1,1,4
721,721,353,1,17054.4,3,1,1,5
722,722,179,1,216523.05,4,1,5,10
723,723,568,1,127924,2,1,4,7
724,724,10,1,6595.85,5,1,1,7
725,725,81,1,56365.4,5,1,2,8
726,726,157,1,89628,4,1,3,8
727,727,35,1,56834.4,5,1,2,8
728,728,538,1,205929.5,2,1,5,8
729,729,609,2,107595.2,1,1,3,5
730,730,133,1,113050,5,1,4,10
731,731,726,1,289868.75,1,1,5,7
732,732,444,1,112597.8,2,1,3,6
733,733,15,1,95448.2,5,1,3,9
734,734,322,1,79465,3,1,3,7
735,735,490,1,65977.5,2,1,3,6
736,736,482,1,66483.6,2,1,3,6
737,737,399,2,265279,3,1,5,9
738,738,353,1,44199,3,1,2,6
739,739,183,1,167130.4,4,1,4,9
740,740,152,1,219492,4,1,5,10
741,741,632,2,104283.6,1,1,3,5
742,742,514,1,54766.4,2,1,2,5
743,743,528,1,184491,2,1,5,8
744,744,399,1,98448,3,1,3,7
745,745,662,1,291243.4,1,1,5,7
746,746,431,1,168753.9,3,1,4,8
747,747,412,1,79650,3,1,3,7
748,748,392,1,106603.3,3,1,3,7
749,749,642,1,31845.6,1,1,1,3
750,750,345,2,441410.6,3,1,5,9
751,751,46,1,39087.9,5,1,2,8
752,752,721,1,145688.2,1,1,4,6
753,753,580,1,76190.6,2,1,3,6
754,754,398,1,70009.3,3,1,3,7
755,755,313,1,311932,3,1,5,9
756,756,101,1,159290,5,1,4,10
757,757,233,1,15262.7,4,1,1,6
758,758,63,1,144010.4,5,1,4,10
759,759,691,1,53273.75,1,1,2,4
760,760,669,1,189090,1,1,5,7
761,761,398,1,223749.75,3,1,5,9
762,762,601,1,115817.6,1,1,4,6
763,763,448,1,8501.55,2,1,1,4
764,764,265,1,180701.4,4,1,4,9
765,765,233,1,132952,4,1,4,9
766,766,214,1,35886.25,4,1,2,7
767,767,615,1,23441.3,1,1,1,3
768,768,535,1,355720,2,1,5,8
769,769,325,1,248409.8,3,1,5,9
770,770,90,1,63821.4,5,1,3,9
771,771,255,1,85068,4,1,3,8
772,772,205,1,103364,4,1,3,8
773,773,472,1,49239.65,2,1,2,5
774,774,58,1,71073,5,1,3,9
775,775,489,1,3420.9,2,1,1,4
776,776,197,1,50868.7,4,1,2,7
777,777,12,1,53214.3,5,1,2,8
778,778,187,2,163362.8,4,1,4,9
779,779,151,1,140873.6,4,1,4,9
780,780,681,1,136379.7,1,1,4,6
781,781,219,1,180485.6,4,1,4,9
782,782,433,1,47097,2,1,2,5
783,783,696,1,180080.1,1,1,4,6
784,784,375,1,5969.7,3,1,1,5
785,785,199,1,11954.8,4,1,1,6
786,786,373,1,3388.65,3,1,1,5
787,787,553,1,62831.2,2,1,2,5
788,788,597,1,48758,1,1,2,4
789,789,47,1,84677.4,5,1,3,9
790,790,420,1,60285.4,3,1,2,6
791,791,501,1,44769,2,1,2,5
792,792,448,1,39330.4,2,1,2,5
793,793,646,1,197621.6,1,1,5,7
794,794,253,2,122774.8,4,1,4,9
795,795,230,1,86620.8,4,1,3,8
796,796,375,1,41693.6,3,1,2,6
797,797,717,1,199848.6,1,1,5,7
798,798,664,1,48043.7,1,1,2,4
799,799,112,1,112005,5,1,3,9
800,800,230,1,189945,4,1,5,10
801,801,429,1,68605.2,3,1,3,7
802,802,595,1,88928,1,1,3,5
803,803,330,1,52740.8,3,1,2,6
804,804,43,1,107093.5,5,1,3,9
805,805,614,1,80920.05,1,1,3,5
806,806,94,1,8245,5,1,1,7
807,807,541,1,312912,2,1,5,8
808,808,162,1,54815,4,1,2,7
809,809,291,1,75373.2,4,1,3,8
810,810,512,1,34074,2,1,2,5
811,811,395,1,22916,3,1,1,5
812,812,451,1,63064,2,1,2,5
813,813,549,1,41038.2,2,1,2,5
814,814,536,1,22947.2,2,1,1,4
815,815,311,1,43516,3,1,2,6
816,816,507,1,81200,2,1,3,6
817,817,189,1,158716,4,1,4,9
818,818,35,1,15987.65,5,1,1,7
819,819,515,1,170018.7,2,1,4,7
820,820,534,1,340765,2,1,5,8
821,821,580,1,119981.2,2,1,4,7
822,822,200,1,74728.6,4,1,3,8
823,823,204,1,80956,4,1,3,8
824,824,608,1,23856,1,1,1,3
825,825,221,1,30844.6,4,1,1,6
826,826,384,1,105305,3,1,3,7
827,827,33,1,26824,5,1,1,7
828,828,560,1,303615.75,2,1,5,8
829,829,60,1,83410,5,1,3,9
830,830,226,1,23810.2,4,1,1,6
831,831,400,1,110089.8,3,1,3,7
832,832,216,1,13630,4,1,1,6
833,833,96,1,293219.4,5,1,5,11
834,834,649,1,178082.25,1,1,4,6
835,835,541,1,53998.4,2,1,2,5
836,836,129,1,254196,5,1,5,11
837,837,162,1,122958,4,1,4,9
838,838,102,1,158137.2,5,1,4,10
839,839,168,1,262844,4,1,5,10
840,840,307,1,93126.6,3,1,3,7
841,841,40,1,35495.8,5,1,2,8
842,842,536,1,214412.4,2,1,5,8
843,843,467,1,39627.35,2,1,2,5
844,844,352,1,108611.3,3,1,3,7
845,845,37,1,235694.8,5,1,5,11
846,846,40,1,77782,5,1,3,9
847,847,184,1,246092.8,4,1,5,10
848,848,680,1,3924.45,1,1,1,3
849,849,474,1,12596.8,2,1,1,4
850,850,697,1,17787.6,1,1,1,3
851,851,523,1,168070.5,2,1,4,7
852,852,644,1,22444.2,1,1,1,3
853,853,551,1,188480,2,1,5,8
854,854,162,1,184361.75,4,1,5,10
855,855,217,1,124492.5,4,1,4,9
856,856,305,1,126420,3,1,4,8
857,857,509,1,195531,2,1,5,8
858,858,299,1,88115.4,3,1,3,7
859,859,487,1,56836.6,2,1,2,5
860,860,27,1,234302.4,5,1,5,11
861,861,412,2,208352,3,1,5,9
862,862,321,1,6343,3,1,1,5
863,863,718,1,47874.3,1,1,2,4
864,864,22,1,17599,5,1,1,7
865,865,51,1,16861.45,5,1,1,7
866,866,36,1,67992,5,1,3,9
867,867,27,1,283801.5,5,1,5,11
868,868,386,1,201756,3,1,5,9
869,869,629,1,100274.4,1,1,3,5
870,870,237,1,27314.4,4,1,1,6
871,871,176,1,179599.05,4,1,4,9
872,872,255,1,190498.5,4,1,5,10
873,873,61,1,45667.2,5,1,2,8
874,874,621,1,181906.95,1,1,4,6
875,875,234,2,98615.6,4,1,3,8
876,876,263,1,8308.8,4,1,1,6
877,877,305,1,52715.2,3,1,2,6
878,878,123,1,149645,5,1,4,10
879,879,317,1,111739.95,3,1,3,7
880,880,400,1,18328,3,1,1,5
881,881,638,1,209970.9,1,1,5,7
882,882,577,1,27668.8,2,1,1,4
883,883,350,1,101235,3,1,3,7
884,884,10,1,67308.8,5,1,3,9
885,885,590,1,14211.2,1,1,1,3
886,886,374,1,114684,3,1,4,8
887,887,662,1,113186.8,1,1,4,6
888,888,573,1,122763.8,2,1,4,7
889,889,252,1,201028.5,4,1,5,10
890,890,384,1,27223.2,3,1,1,5
891,891,196,1,50189.1,4,1,2,7
892,892,189,1,69868.7,4,1,3,8
893,893,528,1,5852,2,1,1,4
894,894,84,1,89576.4,5,1,3,9
895,895,192,1,142230.4,4,1,4,9
896,896,26,1,13590,5,1,1,7
897,897,614,1,110075,1,1,3,5
898,898,32,1,27422.7,5,1,1,7
899,899,191,1,124326.9,4,1,4,9
900,900,604,1,41301.9,1,1,2,4
901,901,222,1,42058.4,4,1,2,7
902,902,594,1,22876.95,1,1,1,3
903,903,178,1,34232.9,4,1,2,7
904,904,384,1,92262.1,3,1,3,7
905,905,508,1,79434,2,1,3,6
906,906,10,1,51213.6,5,1,2,8
907,907,261,1,37593,4,1,2,7
908,908,191,1,377080,4,1,5,10
909,909,113,1,68323.2,5,1,3,9
910,910,396,1,202651.05,3,1,5,9
911,911,289,1,95444.8,4,1,3,8
912,912,503,1,314008.25,2,1,5,8
913,913,579,1,14059,2,1,1,4
914,914,503,1,31555,2,1,1,4
915,915,343,1,4386,3,1,1,5
916,916,401,1,83095.2,3,1,3,7
917,917,496,1,91324,2,1,3,6
918,918,183,1,71979.6,4,1,3,8
919,919,173,1,103406.4,4,1,3,8
920,920,39,1,46447.2,5,1,2,8
921,921,116,1,15005.25,5,1,1,7
922,922,531,1,125199.9,2,1,4,7
923,923,39,1,19849.6,5,1,1,7
924,924,292,1,22975,4,1,1,6
925,925,392,1,35699.2,3,1,2,6
926,926,544,1,130037.25,2,1,4,7
927,927,183,1,139930,4,1,4,9
928,928,354,1,267210,3,1,5,9
929,929,337,1,222774.8,3,1,5,9
930,930,350,1,14966.4,3,1,1,5
931,931,547,1,6722.4,2,1,1,4
932,932,64,1,24144.3,5,1,1,7
933,933,265,1,166028.8,4,1,4,9
934,934,586,1,28703.3,1,1,1,3
935,935,673,1,118221.4,1,1,4,6
936,936,665,1,30495,1,1,1,3
937,937,729,1,31787.2,1,1,1,3
938,938,4,1,125208,5,1,4,10
939,939,681,1,21404.7,1,1,1,3
940,940,152,2,54358.75,4,1,2,7
941,941,259,1,65308.8,4,1,3,8
942,942,469,1,14850.4,2,1,1,4
943,943,433,1,77499,2,1,3,6
944,944,313,1,5141,3,1,1,5
945,945,670,1,112684,1,1,3,5
946,946,350,1,101964.8,3,1,3,7
947,947,158,1,95157,4,1,3,8
948,948,320,1,138204,3,1,4,8
949,949,606,1,214410,1,1,5,7
950,950,228,1,159698,4,1,4,9
951,951,494,1,113768,2,1,4,7
952,952,618,1,98005,1,1,3,5
953,953,522,1,114251.9,2,1,4,7
954,954,705,1,6170.25,1,1,1,3
955,955,432,1,216165.6,3,1,5,9
956,956,42,1,43773.3,5,1,2,8
957,957,172,2,208944,4,1,5,10
958,958,11,1,8780.8,5,1,1,7
959,959,167,1,86535,4,1,3,8
960,960,640,1,46580.4,1,1,2,4
961,961,331,1,196527.6,3,1,5,9
962,962,171,1,35837.7,4,1,2,7
963,963,515,1,232006.4,2,1,5,8
964,964,509,1,209897.75,2,1,5,8
965,965,654,1,24974.1,1,1,1,3
966,966,85,1,44736.45,5,1,2,8
967,967,539,1,113634,2,1,4,7
968,968,580,1,53654.4,2,1,2,5
969,969,424,1,86405.4,3,1,3,7
970,970,176,1,104356.2,4,1,3,8
971,971,289,1,262879.2,4,1,5,10
972,972,492,1,228927.2,2,1,5,8
973,973,602,1,148262.4,1,1,4,6
974,974,201,1,275152,4,1,5,10
975,975,569,1,139862,2,1,4,7
976,976,366,1,74759.3,3,1,3,7
977,977,699,1,115861.8,1,1,4,6
978,978,130,1,80296.8,5,1,3,9
979,979,115,1,13716,5,1,1,7
980,980,228,1,129704,4,1,4,9
981,981,357,1,85952,3,1,3,7
982,982,185,1,2258,4,1,1,6
983,983,558,1,100827.2,2,1,3,6
984,984,629,1,124936.4,1,1,4,6
985,985,252,1,83299.2,4,1,3,8
986,986,395,1,43850.1,3,1,2,6
987,987,415,1,44608,3,1,2,6
988,988,278,1,281396,4,1,5,10
989,989,633,1,125768.6,1,1,4,6
990,990,246,1,283352,4,1,5,10
991,991,200,1,28313,4,1,1,6
992,992,344,1,22240.8,3,1,1,5
993,993,151,1,61347.6,4,1,2,7
994,994,441,1,78212,2,1,3,6
995,995,402,1,68870.4,3,1,3,7
996,996,725,1,368275,1,1,5,7
997,997,398,1,300262.5,3,1,5,9
998,998,549,1,16046,2,1,1,4
999,999,565,1,11985.2,2,1,1,4
1000,1000,58,2,203579.4,5,1,5,11
1001,1001,428,1,45081.45,3,1,2,6
1002,1002,199,1,2715.75,4,1,1,6
1003,1003,213,1,214100,4,1,5,10
1004,1004,300,1,87735.6,3,1,3,7
1005,1005,470,1,87190.2,2,1,3,6
1006,1006,574,1,294129.75,2,1,5,8
1007,1007,695,1,167524,1,1,4,6
1008,1008,221,1,228886.4,4,1,5,10
1009,1009,304,1,114937,3,1,4,8
1010,1010,338,1,79804.8,3,1,3,7
1011,1011,159,1,24807.6,4,1,1,6
1012,1012,624,1,147611.85,1,1,4,6
1013,1013,527,1,71520,2,1,3,6
1014,1014,705,1,1242.7,1,1,1,3
1015,1015,255,1,25947.2,4,1,1,6
1016,1016,243,1,184247.7,4,1,5,10
1017,1017,241,1,59052.8,4,1,2,7
1018,1018,730,1,61466,1,1,2,4
1019,1019,437,1,39654.4,2,1,2,5
1020,1020,550,1,43020,2,1,2,5
1021,1021,331,1,87478,3,1,3,7
1022,1022,476,1,40736.95,2,1,2,5
1023,1023,302,1,136582.2,3,1,4,8
1024,1024,580,1,175556,2,1,4,7
1025,1025,455,1,7294.4,2,1,1,4
1026,1026,297,1,133798.5,3,1,4,8
1027,1027,126,1,158652,5,1,4,10
1028,1028,134,1,189768,5,1,5,11
1029,1029,341,1,63873.25,3,1,3,7
1030,1030,186,1,28401,4,1,1,6
1031,1031,611,1,142589.7,1,1,4,6
1032,1032,98,1,7275.15,5,1,1,7
1033,1033,284,1,47252.7,4,1,2,7
1034,1034,525,1,114360,2,1,4,7
1035,1035,718,1,101339.1,1,1,3,5
1036,1036,280,1,142437,4,1,4,9
1037,1037,669,1,31294.9,1,1,1,3
1038,1038,328,1,203048.1,3,1,5,9
1039,1039,703,1,92745,1,1,3,5
1040,1040,489,1,32373.9,2,1,1,4
1041,1041,5,1,9133,5,1,1,7
1042,1042,369,1,126600,3,1,4,8
1043,1043,298,1,41542.2,3,1,2,6
1044,1044,312,1,60185.7,3,1,2,6
1045,1045,196,1,182567.25,4,1,4,9
1046,1046,168,2,123130.8,4,1,4,9
1047,1047,325,1,231948,3,1,5,9
1048,1048,241,1,27476.25,4,1,1,6
1049,1049,612,1,39541,1,1,2,4
1050,1050,315,1,32323.8,3,1,1,5
1051,1051,78,1,67158,5,1,3,9
1052,1052,278,1,258648,4,1,5,10
1053,1053,660,1,1501.2,1,1,1,3
1054,1054,129,1,282877.2,5,1,5,11
1055,1055,151,1,266912,4,1,5,10
1056,1056,409,1,154268,3,1,4,8
1057,1057,218,1,241165.4,4,1,5,10
1058,1058,118,1,104616,5,1,3,9
1059,1059,150,1,21370.25,4,1,1,6
1060,1060,493,1,204261,2,1,5,8
1061,1061,485,2,160791.45,2,1,4,7
1062,1062,662,1,31770.4,1,1,1,3
1063,1063,447,1,99482.3,2,1,3,6
1064,1064,349,1,64346.35,3,1,3,7
1065,1065,22,1,62192.7,5,1,2,8
1066,1066,30,1,287432,5,1,5,11
1067,1067,549,1,81556,2,1,3,6
1068,1068,480,1,349832.75,2,1,5,8
1069,1069,44,1,68175,5,1,3,9
1070,1070,491,1,226933,2,1,5,8
1071,1071,726,1,112651,1,1,3,5
1072,1072,342,1,8844.5,3,1,1,5
1073,1073,495,2,323719.1,2,1,5,8
1074,1074,361,1,39762.15,3,1,2,6
1075,1075,504,1,210328,2,1,5,8
1076,1076,358,1,22077.6,3,1,1,5
1077,1077,698,1,137860,1,1,4,6
1078,1078,558,1,204681,2,1,5,8
1079,1079,6,1,109074.6,5,1,3,9
1080,1080,18,1,37063.3,5,1,2,8
1081,1081,284,1,91004,4,1,3,8
1082,1082,43,1,118850.4,5,1,4,10
1083,1083,255,1,62499,4,1,2,7
1084,1084,724,1,144750,1,1,4,6
1085,1085,173,1,104580,4,1,3,8
1086,1086,125,1,96417,5,1,3,9
1087,1087,387,1,255371.4,3,1,5,9
1088,1088,215,1,114904,4,1,4,9
1089,1089,455,1,145360.2,2,1,4,7
1090,1090,695,1,126296,1,1,4,6
1091,1091,550,1,17985.4,2,1,1,4
1092,1092,657,1,19066,1,1,1,3
1093,1093,585,1,66473.4,1,1,3,5
1094,1094,45,1,133992.75,5,1,4,10
1095,1095,218,1,278332.5,4,1,5,10
1096,1096,499,1,69000.4,2,1,3,6
1097,1097,629,1,20274,1,1,1,3
1098,1098,685,1,76058.85,1,1,3,5
1099,1099,62,1,110040,5,1,3,9
1100,1100,370,2,45749,3,1,2,6
1101,1101,660,1,53580,1,1,2,4
1102,1102,184,1,87038.4,4,1,3,8
1103,1103,575,1,135517.5,2,1,4,7
1104,1104,296,1,69260.4,3,1,3,7
1105,1105,145,1,67150,5,1,3,9
1106,1106,206,1,72180.05,4,1,3,8
1107,1107,480,1,22865,2,1,1,4
1108,1108,315,1,51998.75,3,1,2,6
1109,1109,452,1,48844.8,2,1,2,5
1110,1110,521,1,210175.25,2,1,5,8
1111,1111,135,1,111888,5,1,3,9
1112,1112,134,1,12663.2,5,1,1,7
1113,1113,225,1,130324,4,1,4,9
1114,1114,619,2,204665.55,1,1,5,7
1115,1115,447,1,129812.4,2,1,4,7
1116,1116,532,1,2187,2,1,1,4
1117,1117,40,2,53638.4,5,1,2,8
1118,1118,627,1,49232,1,1,2,4
1119,1119,322,1,75595.3,3,1,3,7
1120,1120,611,1,232669.25,1,1,5,7
1121,1121,519,1,49987.8,2,1,2,5
1122,1122,146,1,62310.6,5,1,2,8
1123,1123,440,1,52865.6,2,1,2,5
1124,1124,390,1,193211.8,3,1,5,9
1125,1125,555,1,12396.8,2,1,1,4
1126,1126,77,1,196956,5,1,5,11
1127,1127,520,1,133696.35,2,1,4,7
1128,1128,169,1,180165.6,4,1,4,9
1129,1129,199,1,18745.05,4,1,1,6
1130,1130,346,1,257524.5,3,1,5,9
1131,1131,265,1,37022.4,4,1,2,7
1132,1132,209,1,11643.2,4,1,1,6
1133,1133,165,1,183918.75,4,1,5,10
1134,1134,177,1,239472,4,1,5,10
1135,1135,710,1,66153,1,1,3,5
1136,1136,514,1,348222.5,2,1,5,8
1137,1137,247,1,57531.6,4,1,2,7
1138,1138,312,1,216980,3,1,5,9
1139,1139,138,1,66795.2,5,1,3,9
1140,1140,624,1,116425.6,1,1,4,6
1141,1141,256,1,96155.2,4,1,3,8
1142,1142,597,1,15638.4,1,1,1,3
1143,1143,250,1,50517,4,1,2,7
1144,1144,609,1,188732,1,1,5,7
1145,1145,309,1,226809,3,1,5,9
1146,1146,340,1,197305.6,3,1,5,9
1147,1147,278,1,85881,4,1,3,8
1148,1148,305,1,38281.5,3,1,2,6
1149,1149,180,1,16770.5,4,1,1,6
1150,1150,94,1,46937,5,1,2,8
1151,1151,192,1,54330,4,1,2,7
1152,1152,663,1,111784,1,1,3,5
1153,1153,417,1,140459.4,3,1,4,8
1154,1154,115,1,57690,5,1,2,8
1155,1155,149,1,47978,4,1,2,7
1156,1156,715,1,113101,1,1,4,6
1157,1157,696,1,32638.4,1,1,1,3
1158,1158,721,1,6908.4,1,1,1,3
1159,1159,185,1,33613.25,4,1,2,7
1160,1160,719,1,18574.2,1,1,1,3
1161,1161,327,1,312692.5,3,1,5,9
1162,1162,606,1,124995.2,1,1,4,6
1163,1163,265,1,71077,4,1,3,8
1164,1164,99,1,133799.4,5,1,4,10
1165,1165,656,1,50040,1,1,2,4
1166,1166,695,1,37308.6,1,1,2,4
1167,1167,47,1,129490.7,5,1,4,10
1168,1168,366,1,274864,3,1,5,9
1169,1169,684,1,283855.25,1,1,5,7
1170,1170,550,1,130094.9,2,1,4,7
1171,1171,538,1,72241.5,2,1,3,6
1172,1172,64,2,308132.8,5,1,5,11
1173,1173,213,1,49866.4,4,1,2,7
1174,1174,495,1,124442.4,2,1,4,7
1175,1175,245,1,4291.2,4,1,1,6
1176,1176,621,1,7720.55,1,1,1,3
1177,1177,449,1,43259,2,1,2,5
1178,1178,429,1,368942,3,1,5,9
1179,1179,501,1,6209.6,2,1,1,4
1180,1180,409,1,26778,3,1,1,5
1181,1181,443,1,75960,2,1,3,6
1182,1182,580,1,18065.7,2,1,1,4
1183,1183,133,1,62860.05,5,1,2,8
1184,1184,312,1,188470.8,3,1,5,9
1185,1185,603,1,19714.4,1,1,1,3
1186,1186,167,1,14065.8,4,1,1,6
1187,1187,228,1,12420.3,4,1,1,6
1188,1188,715,1,114712.2,1,1,4,6
1189,1189,473,1,23826,2,1,1,4
1190,1190,141,1,24106.85,5,1,1,7
1191,1191,138,1,58805.6,5,1,2,8
1192,1192,498,1,115008,2,1,4,7
1193,1193,24,1,123868.6,5,1,4,10
1194,1194,619,1,207312,1,1,5,7
1195,1195,242,1,54312,4,1,2,7
1196,1196,348,1,55662.4,3,1,2,6
1197,1197,270,1,111222.5,4,1,3,8
1198,1198,212,1,170298.9,4,1,4,9
1199,1199,2,1,29157,5,1,1,7
1200,1200,534,1,35159.5,2,1,2,5
1201,1201,499,1,55654.4,2,1,2,5
1202,1202,199,1,245187.6,4,1,5,10
1203,1203,730,1,56847,1,1,2,4
1204,1204,107,1,246876,5,1,5,11
1205,1205,56,1,240212,5,1,5,11
1206,1206,326,1,53967.6,3,1,2,6
1207,1207,474,1,133656,2,1,4,7
1208,1208,614,1,62395,1,1,2,4
1209,1209,114,1,32216.8,5,1,1,7
1210,1210,686,1,208549.2,1,1,5,7
1211,1211,283,1,90009.6,4,1,3,8
1212,1212,641,1,67362,1,1,3,5
1213,1213,1,1,81936,5,1,3,9
1214,1214,19,1,45651,5,1,2,8
1215,1215,31,1,64880,5,1,3,9
1216,1216,99,1,22873.5,5,1,1,7
1217,1217,446,1,121876.2,2,1,4,7
1218,1218,58,1,117718.2,5,1,4,10
1219,1219,602,1,133104.9,1,1,4,6
1220,1220,70,1,4432,5,1,1,7
1221,1221,701,1,44045.8,1,1,2,4
1222,1222,648,1,142306.2,1,1,4,6
1223,1223,357,1,228305,3,1,5,9
1224,1224,675,1,228944,1,1,5,7
1225,1225,401,1,21979.8,3,1,1,5
1226,1226,625,1,106764.8,1,1,3,5
1227,1227,506,1,231328,2,1,5,8
1228,1228,124,1,154669.5,5,1,4,10
1229,1229,304,1,152056.05,3,1,4,8
1230,1230,171,1,70992,4,1,3,8
1231,1231,476,2,211433.9,2,1,5,8
1232,1232,502,1,6898.4,2,1,1,4
1233,1233,300,1,46673.5,3,1,2,6
1234,1234,507,1,238054.5,2,1,5,8
1235,1235,89,1,25441.35,5,1,1,7
1236,1236,107,1,60692,5,1,2,8
1237,1237,262,1,33180.3,4,1,2,7
1238,1238,265,1,93711.8,4,1,3,8
1239,1239,668,1,35834.95,1,1,2,4
1240,1240,268,1,22984.2,4,1,1,6
1241,1241,525,1,23921,2,1,1,4
1242,1242,114,1,225336,5,1,5,11
1243,1243,650,1,47356.55,1,1,2,4
1244,1244,699,1,168298.2,1,1,4,6
1245,1245,619,1,80194.1,1,1,3,5
1246,1246,57,1,31203.2,5,1,1,7
1247,1247,659,1,207403.4,1,1,5,7
1248,1248,341,1,117254.7,3,1,4,8
1249,1249,197,1,15838.2,4,1,1,6
1250,1250,426,1,150100.8,3,1,4,8
1251,1251,214,1,215092.8,4,1,5,10
1252,1252,467,1,20072,2,1,1,4
1253,1253,409,1,91945,3,1,3,7
1254,1254,727,1,74442,1,1,3,5
1255,1255,576,1,31246,2,1,1,4
1256,1256,610,2,41153.6,1,1,2,4
1257,1257,150,1,245651,4,1,5,10
1258,1258,602,1,9347.2,1,1,1,3
1259,1259,574,1,236648.8,2,1,5,8
1260,1260,501,1,171135.6,2,1,4,7
1261,1261,353,1,185212,3,1,5,9
1262,1262,329,1,1848.75,3,1,1,5
1263,1263,501,1,182709.2,2,1,4,7
1264,1264,291,1,40352,4,1,2,7
1265,1265,499,2,336961.4,2,1,5,8
1266,1266,610,1,54092.3,1,1,2,4
1267,1267,380,1,24778,3,1,1,5
1268,1268,511,1,187605,2,1,5,8
1269,1269,310,1,321593.25,3,1,5,9
1270,1270,277,1,220561.5,4,1,5,10
1271,1271,599,1,319065,1,1,5,7
1272,1272,724,1,180288,1,1,4,6
1273,1273,642,1,73075.5,1,1,3,5
1274,1274,276,1,18787.2,4,1,1,6
1275,1275,729,1,165205,1,1,4,6
1276,1276,572,1,43242.4,2,1,2,5
1277,1277,142,1,38327.75,5,1,2,8
1278,1278,401,1,142615.9,3,1,4,8
1279,1279,261,1,64688.4,4,1,3,8
1280,1280,700,1,136404,1,1,4,6
1281,1281,623,1,189645,1,1,5,7
1282,1282,61,1,344245.5,5,1,5,11
1283,1283,448,1,11565.3,2,1,1,4
1284,1284,299,1,188886.6,3,1,5,9
1285,1285,272,2,92074.1,4,1,3,8
1286,1286,516,1,1333.8,2,1,1,4
1287,1287,607,1,60854.4,1,1,2,4
1288,1288,703,1,2513.7,1,1,1,3
1289,1289,629,1,60253.95,1,1,2,4
1290,1290,647,1,149654,1,1,4,6
1291,1291,97,1,306908,5,1,5,11
1292,1292,514,1,7634.7,2,1,1,4
1293,1293,223,1,15332.3,4,1,1,6
1294,1294,52,1,39672,5,1,2,8
1295,1295,679,1,88359.2,1,1,3,5
1296,1296,148,1,95412.5,4,1,3,8
1297,1297,689,1,74833.4,1,1,3,5
1298,1298,382,1,289180,3,1,5,9
1299,1299,553,1,59130,2,1,2,5
1300,1300,321,1,35556.6,3,1,2,6
1301,1301,1,1,70674.3,5,1,3,9
1302,1302,148,1,24820,4,1,1,6
1303,1303,233,1,158600,4,1,4,9
1304,1304,304,1,106313.55,3,1,3,7
1305,1305,588,1,61800,1,1,2,4
1306,1306,568,1,9644,2,1,1,4
1307,1307,375,1,43772.4,3,1,2,6
1308,1308,409,1,144320,3,1,4,8
1309,1309,165,1,229353.6,4,1,5,10
1310,1310,716,1,85438.6,1,1,3,5
1311,1311,517,1,115526.9,2,1,4,7
1312,1312,691,1,235756.75,1,1,5,7
1313,1313,217,1,50563.75,4,1,2,7
1314,1314,529,1,328101.5,2,1,5,8
1315,1315,210,1,115812.6,4,1,4,9
1316,1316,638,1,176047.2,1,1,4,6
1317,1317,69,1,2178.35,5,1,1,7
1318,1318,700,1,236025.6,1,1,5,7
1319,1319,508,1,129969,2,1,4,7
1320,1320,303,1,50990.4,3,1,2,6
1321,1321,580,1,48009.2,2,1,2,5
1322,1322,326,1,69250,3,1,3,7
1323,1323,52,1,32949.4,5,1,2,8
1324,1324,303,1,59384.8,3,1,2,6
1325,1325,401,1,19015.2,3,1,1,5
1326,1326,583,1,214496,1,1,5,7
1327,1327,63,1,272724,5,1,5,11
1328,1328,76,1,12934.8,5,1,1,7
1329,1329,43,1,154626.9,5,1,4,10
1330,1330,686,1,23809,1,1,1,3
1331,1331,524,1,127485.6,2,1,4,7
1332,1332,64,1,28541.3,5,1,1,7
1333,1333,109,1,53687.7,5,1,2,8
1334,1334,676,1,64034.75,1,1,3,5
1335,1335,706,1,91027.2,1,1,3,5
1336,1336,362,1,97152.45,3,1,3,7
1337,1337,301,1,63654,3,1,2,6
1338,1338,93,1,35183.2,5,1,2,8
